id,name,constellation_id,region_id,center_x,center_y,center_z,position_x,position_y,position_z,security_class,security_status,star_class,hidden,planet_count
30000067,A2K-BL7,20000007,10000005,-5.81018822217736e+18,-5.47946697038766e+17,1.79899990146155e+18,-614.137379668146,190.154439625506,57.9180115771008,,,,0,5
30000068,E4Q-TK7,20000007,10000005,-5.76982386331267e+18,-6.54601806441369e+17,1.75642045716637e+18,-609.870863569662,185.653788812275,69.1914655362547,,,,0,7
30000069,I8M-QB7,20000007,10000005,-5.9284708732236e+18,-9.87628352886625e+17,1.62280449609088e+18,-626.639865748798,171.530570582696,104.392399270752,,,,0,1
30000070,E7J-MK7,20000007,10000005,-5.59197891414865e+18,-5.62432640029677e+17,1.63857984533775e+18,-591.072637610319,173.198026313793,59.4491769594035,,,,0,2
30000071,UDD-B77,20000007,10000005,-5.83226077050061e+18,-8.50225479187718e+17,1.47286898452072e+18,-616.470449866819,155.682374504739,89.8689040610397,,,,0,3
30000072,EPN-NP6,20000007,10000005,-5.94389694429915e+18,-9.64772183733678e+17,1.18258959471482e+18,-628.270402748057,124.999818792239,101.976500285025,,,,0,2
30000073,OG8-ND7,20000007,10000005,-5.70731687817834e+18,-7.76759573814433e+17,1.55867690221023e+18,-603.263870027727,164.752278561112,82.103551735846,,,,0,3
30000074,URF-DK6,20000007,10000005,-6.05327546245499e+18,-8.7177142314267e+17,1.12282304497811e+18,-639.831721239567,118.682489500392,92.1463121340628,,,,0,5
30000075,EN4-3C7,20000007,10000005,-5.86126975847497e+18,-8.5663836867557e+17,1.60031803591473e+18,-619.53670231513,169.15374986665,90.5467470147564,,,,0,6
30000076,IHT-D77,20000007,10000005,-5.79754384750262e+18,-1.10635212713104e+18,1.4283128030198e+18,-612.800868210455,150.972782403997,116.941512110242,,,,0,3
30000077,OMV-L37,20000007,10000005,-5.58319934046515e+18,-7.73650502712444e+17,1.21272958487706e+18,-590.144635939735,128.185618266138,81.7749226610616,,,,0,2
30000078,IGL-V49,20000008,10000005,-4.79620801725198e+18,4.30875168873735e+17,2.33539023718236e+18,-506.959587439089,246.85094284747,-45.5435412860035,,,,0,3
30000079,USN-V69,20000008,10000005,-4.92563692339566e+18,9.27049146653192e+17,2.45333791335489e+18,-520.640233613165,259.318022056033,-97.9891721194232,,,,0,2
30000080,IGG-2D8,20000008,10000005,-5.3832480862943e+18,4.74291082175181e+17,2.06503386656546e+18,-569.009771697449,218.274251924877,-50.1326069429604,,,,0,4
30000081,I74-Q09,20000008,10000005,-5.06118502415558e+18,4.62960941896443e+17,2.35716429178707e+18,-534.967679168534,249.152462235197,-48.9350101705362,,,,0,3
30000082,IJQ-JD8,20000008,10000005,-5.33561513338213e+18,4.56156646395744e+17,2.04593020404341e+18,-563.974964601927,216.254993203003,-48.2157955686173,,,,0,4
30000083,I3T-HP9,20000008,10000005,-4.69785094078134e+18,7.7083681480133e+17,2.85853920807997e+18,-496.56323625292,302.147832703259,-81.4775156141884,,,,0,3
30000084,END-NS8,20000008,10000005,-5.10325356235077e+18,5.0332006930177e+17,2.27179178035892e+18,-539.414327164385,240.128580656965,-53.2009733033298,,,,0,2
30000085,IQQ-HD9,20000008,10000005,-4.730651714875e+18,1.03693911483593e+18,2.52520411436848e+18,-500.030280810286,266.914285496988,-109.604550921432,,,,0,2
30000086,E49-G69,20000008,10000005,-5.01081451085792e+18,7.46414373001558e+17,2.5112157370642e+18,-529.643511711947,265.43571284926,-78.8960614790607,,,,0,6
30000087,IKS-SV8,20000008,10000005,-4.80189663260829e+18,6.17912734891134e+17,2.12840273609171e+18,-507.560874556695,224.972346718921,-65.313427613436,,,,0,6
30000088,AFD-SB9,20000008,10000005,-4.45709741507814e+18,6.72373952858277e+17,2.30088821227951e+18,-471.115568506655,243.204075937685,-71.0699828947626,,,,0,2
30000089,E6K-179,20000008,10000005,-4.73354149348516e+18,2.23548797340681e+17,2.38419190657361e+18,-500.335730650394,252.009283372305,-23.6291265234299,,,,0,4
30000090,I3P-L19,20000008,10000005,-4.911734555547e+18,3.69384743714465e+17,2.2929436102806e+18,-519.170752172071,242.364330843801,-39.0439982182159,,,,0,4
30000091,ULH-RS8,20000008,10000005,-4.82450363844224e+18,7.77743933857807e+17,2.05577489489051e+18,-509.950436958824,217.295577846613,-82.2075986745288,,,,0,1
30000092,EG5-J69,20000008,10000005,-4.71565011539756e+18,2.70870069476238e+17,2.34845943592973e+18,-498.44461049435,248.232358245071,-28.6309889348689,,,,0,1
30000093,ITV-JK9,20000008,10000005,-4.57075988641717e+18,9.70899180525089e+17,2.59940893595642e+18,-483.129701206921,274.757741327698,-102.624124356884,,,,0,3
30000094,IDT-MM8,20000009,10000005,-5.19113226035516e+18,-3.32697679524195e+16,2.19430689937443e+18,-548.703112872749,231.938422274475,3.51661724735129,,,,0,2
30000095,I97-K29,20000009,10000005,-4.84137182805343e+18,-3.70208793776052e+16,2.29840059774103e+18,-511.733406007575,242.941134873495,3.91311003784533,,,,0,3
30000096,UMQ-039,20000009,10000005,-4.85092944908399e+18,1.47288254610603e+17,2.31365169441216e+18,-512.743647347634,244.553177063612,-15.5683807965437,,,,0,3
30000097,OVN-VV8,20000009,10000005,-4.99433698697137e+18,6.89663300100901e+15,2.29922996704625e+18,-527.901836062873,243.028799278227,-0.728974683402821,,,,0,3
30000098,O02-QL8,20000009,10000005,-4.87890504892718e+18,-1.12476220146723e+17,1.95875799740482e+18,-515.700670584294,207.040883690928,11.8887458503022,,,,0,5
30000099,ITR-6M8,20000009,10000005,-4.99933746318064e+18,9.24718910479981e+15,2.05260217271748e+18,-528.430386815244,216.960220848311,-0.977428659615674,,,,0,3
30000100,I6F-R29,20000009,10000005,-4.86569134818753e+18,-1.63220837112201e+17,2.32412155258505e+18,-514.303981314057,245.659841945698,17.2524560957792,,,,0,1
30000101,E47-6M8,20000009,10000005,-4.88899455253431e+18,-1.5776083532604e+17,1.97471287716318e+18,-516.767131957057,208.727315812062,16.6753334516044,,,,0,1
30000102,OBK-5M8,20000009,10000005,-5.14504298244863e+18,-8.18788322894207e+16,2.15118406874725e+18,-543.83147235407,227.380335480631,8.65459940188793,,,,0,6
30000103,IPG-549,20000009,10000005,-4.89074143395417e+18,-2.77038310399254e+17,2.39422324574985e+18,-516.95177746883,253.069596759871,29.2829725148781,,,,0,5
30000104,E4K-569,20000009,10000005,-4.80170623799325e+18,-2.36286911680465e+17,2.40956721104307e+18,-507.540749830006,254.69145517109,24.9755462715352,,,,0,5
30000105,EPK-459,20000009,10000005,-5.06613944223973e+18,-3.57349573815033e+17,2.54442154189879e+18,-535.49136157324,268.945569189722,37.7718797560831,,,,0,1
30000106,E1F-419,20000009,10000005,-4.81679127014461e+18,1.24639145870637e+17,2.21702533330768e+18,-509.135238986534,234.339762635992,-13.174368113738,,,,0,3
30000107,ONK-DR8,20000009,10000005,-4.89398807147419e+18,-2.33391692971859e+17,2.10715438311607e+18,-517.294947325473,222.726394037231,24.6695214125672,,,,0,4
30000108,U2N-NJ8,20000009,10000005,-5.36267236795017e+18,1.06320610034193e+17,2.21479690938101e+18,-566.834916552409,234.104218041087,-11.2380973480147,,,,0,3
30000109,EN6-QQ8,20000009,10000005,-4.84690274258124e+18,-2.97376862541521e+17,2.05714742542697e+18,-512.318024134456,217.440654438789,31.4327591726011,,,,0,3
30000110,UQC-BQ8,20000009,10000005,-5.02357172892612e+18,-2.36041205748484e+17,2.16454565885051e+18,-530.991950725739,228.792656668935,24.9495751340323,,,,0,5
30000111,U0G-G39,20000009,10000005,-4.87419645240287e+18,-3.02342452719218e+17,2.35330739103354e+18,-515.202971538965,248.744787503875,31.9576224685261,,,,0,1
30000112,OLM-9N8,20000009,10000005,-5.08073920349655e+18,-7.68657101651021e+16,2.13864494964895e+18,-537.034557555741,226.054949546147,8.12471197524073,,,,0,2
30000113,ER7-1M8,20000009,10000005,-5.27167092011763e+18,9.77484143168716e+16,2.2265780766805e+18,-557.216055926764,235.349488407221,-10.3320155457517,,,,0,1
30000114,U21-J88,20000010,10000005,-4.91148715368151e+18,-1.5333413784824e+18,1.54815340089275e+18,-519.144601774255,163.639943594169,162.074311590035,,,,0,6
30000115,ITL-H67,20000010,10000005,-5.26698615275116e+18,-1.12960747011388e+18,1.03023445322988e+18,-556.720875625407,108.895867630487,119.399603803081,,,,0,3
30000116,EJJ-7F7,20000010,10000005,-5.6308714990798e+18,-1.43465968581295e+18,1.44615417737049e+18,-595.183587081279,152.858617160879,151.643648444578,,,,0,4
30000117,I8D-6Q7,20000010,10000005,-5.51655388164743e+18,-1.27593494815586e+18,1.64864209819459e+18,-583.100205384306,174.261607279977,134.86643043619,,,,0,7
30000118,EG0-2F7,20000010,10000005,-5.25324456385747e+18,-1.23238663870755e+18,1.20536933145993e+18,-555.268388533262,127.407638866084,130.263370495468,,,,0,5
30000119,U89-7P7,20000010,10000005,-5.3852515024891e+18,-1.77489548880765e+18,1.44651797760024e+18,-569.221532956329,152.897070875505,187.606601197621,,,,0,8
30000120,U48-F87,20000010,10000005,-5.79012431331115e+18,-1.31765386525686e+18,1.42307370916565e+18,-612.016622827609,150.41900974666,139.276123453226,,,,0,6
30000121,EM2-6P7,20000010,10000005,-5.39813847981219e+18,-1.72922940153549e+18,1.46197012638094e+18,-570.583687534185,154.530364290373,182.77969196429,,,,0,2
30000122,AK7-FJ8,20000010,10000005,-4.61633216759718e+18,-1.57296597385797e+18,1.56233301093508e+18,-487.946695128488,165.138729558256,166.262634626021,,,,0,1
30000123,I1C-DJ7,20000010,10000005,-5.21699313858145e+18,-1.68185331768107e+18,1.21042636004899e+18,-551.436609858129,127.942167209716,177.772035949596,,,,0,1
30000124,IGB-S78,20000010,10000005,-4.73530807476914e+18,-1.54015329112836e+18,1.38639487007637e+18,-500.522458439448,146.542053395817,162.794331324843,,,,0,1
30000125,INC-3S7,20000010,10000005,-5.19969878982989e+18,-1.10585999781719e+18,1.49520817396382e+18,-549.608595752698,158.043628692019,116.889494000723,,,,0,5
30000126,I18-FH7,20000010,10000005,-5.1626480773628e+18,-1.15284087973324e+18,1.22040158411106e+18,-545.692332354806,128.996549225036,121.85537713757,,,,0,3
30000127,I0F-1Q7,20000010,10000005,-5.48173938047666e+18,-1.13621215354186e+18,1.63819773678895e+18,-579.420309706941,173.157637408315,120.097719392265,,,,0,7
30000128,E9F-117,20000010,10000005,-5.30838861100082e+18,-1.15975083826691e+18,8.96004083401557e+17,-561.097118915463,94.7077063444907,122.585760330887,,,,0,2
30000129,EBG-QN7,20000010,10000005,-5.31194962807856e+18,-1.5158088697606e+18,1.42970340688533e+18,-561.473518717578,151.119769348563,160.221123955886,,,,0,4
30000130,E66-098,20000010,10000005,-4.72734799767511e+18,-1.43131661963395e+18,1.43520890857431e+18,-499.681077626719,151.70170133626,151.290286070638,,,,0,3
30000131,I3K-L27,20000010,10000005,-5.40892797492852e+18,-1.27639227354367e+18,1.00386972512313e+18,-571.724138067852,106.109113670721,134.914769767823,,,,0,2
30000132,EN8-4R7,20000010,10000005,-5.07506449155466e+18,-1.26873237077873e+18,1.36289141920242e+18,-536.434740030199,144.057736678195,134.105117406715,,,,0,4
30000133,EDM-BN7,20000010,10000005,-5.59205047841269e+18,-1.41628630219443e+18,1.62513052819057e+18,-591.080201958996,171.77643236963,149.701580263715,,,,0,3
30000134,EDD-TR7,20000011,10000005,-4.63454982575903e+18,-1.76438857024828e+18,9.45256144203002e+17,-489.872303115594,99.9136532789465,186.496019029593,,,,0,3
30000135,ELD-FV7,20000011,10000005,-4.19805031747824e+18,-1.5688736513548e+18,6.68954776672609e+17,-443.73426868518,70.7085756867698,165.830075796126,,,,0,1
30000136,O6T-898,20000011,10000005,-4.30385730559142e+18,-1.30575186346947e+18,1.11725826168836e+18,-454.918076153307,118.094291442549,138.018080871643,,,,0,1
30000137,OMQ-J58,20000011,10000005,-4.54929103334526e+18,-1.62246340594616e+18,1.15533911735416e+18,-480.860441646665,122.119441062461,171.49451732595,,,,0,3
30000138,EQF-MQ7,20000011,10000005,-4.61120991169355e+18,-1.43843423343385e+18,9.56514011995816e+17,-487.405272252265,101.103610843581,152.042618442914,,,,0,9
30000139,AD0-K98,20000011,10000005,-4.10166814851437e+18,-1.39881869196458e+18,9.29173874801428e+17,-433.546665387189,98.2137560618993,147.855252405579,,,,0,4
30000140,ET7-FQ7,20000011,10000005,-4.27969702637838e+18,-1.2572870159364e+18,6.81055301642754e+17,-452.364332625461,71.9876021853277,132.89534244531,,,,0,6
30000141,ABV-G58,20000011,10000005,-3.90091073296494e+18,-1.24975512510019e+18,6.27903823644398e+17,-412.326589819952,66.3694865279374,132.099220955744,,,,0,5
30000142,EHK-KH7,20000011,10000005,-4.55268403902535e+18,-1.25940897931043e+18,7.15413928863439e+17,-481.219082630035,75.6193119481482,133.119634150922,,,,0,6
30000143,U76-418,20000011,10000005,-3.92844165109365e+18,-1.15424036770452e+18,5.2359343256944e+17,-415.236610162302,55.3438694915709,122.003303132855,,,,0,3
30000144,E3V-V28,20000011,10000005,-4.44366951643959e+18,-1.09010931879846e+18,1.06795552051723e+18,-469.696238500641,112.88298758879,115.224645914798,,,,0,3
30000145,IKQ-N48,20000011,10000005,-4.66754241497769e+18,-1.638525521234e+18,1.22322252478824e+18,-493.359622547669,129.294722889886,173.192284251496,,,,0,1
30000146,I1V-328,20000011,10000005,-4.24156566097256e+18,-1.47183243154377e+18,8.08792076837855e+17,-448.333844121816,85.4893899770114,155.572810768624,,,,0,4
30000147,O2P-HQ7,20000011,10000005,-4.52335993470288e+18,-1.0730041701016e+18,9.26245915598212e+17,-478.119522357448,97.9042705299204,113.416630270928,,,,0,4
30000148,I16-JT7,20000011,10000005,-4.42957207862911e+18,-1.07661915909973e+18,9.29191521789066e+17,-468.206138148312,98.2156213499645,113.798734909529,,,,0,1
30000149,UFK-948,20000011,10000005,-4.33769329250068e+18,-1.47569325843808e+18,9.5903651452813e+17,-458.49454279162,101.370239571629,155.980900493355,,,,0,5
30000150,IFC-C28,20000011,10000005,-4.6005971301906e+18,-1.55889429925441e+18,1.11494709073461e+18,-486.283500362272,117.85000047998,164.775257446813,,,,0,6
30000151,OLN-4V7,20000011,10000005,-4.63949641291973e+18,-1.59405813919032e+18,1.04501467979629e+18,-490.395157791036,110.458138811264,168.492078260789,,,,0,4
30000152,AS0-0N9,20000012,10000005,-5.08554722385883e+18,5.64158281252906e+16,3.09285295204539e+18,-537.542765709035,326.914814982747,-5.96315773806215,,,,0,2
30000153,A7Q-DG9,20000012,10000005,-4.9760636834497e+18,5.67577562428101e+16,2.83244618469165e+18,-525.970346356593,299.389797954891,-5.99929956860161,,,,0,6
30000154,ADS-JQ9,20000012,10000005,-4.65773948293683e+18,-4.94213308620041e+16,2.92053465179475e+18,-492.323451813361,308.700756274484,5.22383879397448,,,,0,3
30000155,EJK-8C9,20000012,10000005,-5.03367831038232e+18,-4.2214374502629e+17,2.75163737149429e+18,-532.060217228573,290.848299660277,44.6206290571063,,,,0,7
30000156,I6N-089,20000012,10000005,-4.90772724162232e+18,-3.30390974528083e+17,2.54959700172482e+18,-518.747178756011,269.492615724979,34.9223535630389,,,,0,3
30000157,O42-TK9,20000012,10000005,-4.84214125836545e+18,-2.22945590040049e+17,2.86627236081406e+18,-511.814734855728,302.965227592217,23.5653674614442,,,,0,3
30000158,OLS-J89,20000012,10000005,-5.25502967318562e+18,-1.8413706887725e+16,2.79257096609712e+18,-555.45707473813,295.174984023758,1.94633035378102,,,,0,1
30000159,O5G-TF9,20000012,10000005,-5.45683314503965e+18,-9.03272859121387e+16,3.10998942759148e+18,-576.787718544008,328.726141877193,9.54760165443105,,,,0,4
30000160,ITF-6M9,20000012,10000005,-4.67897823211449e+18,7.47136221958337e+16,2.80802090422974e+18,-494.568389372804,296.808043772939,-7.89723609739962,,,,0,3
30000161,E3M-PC9,20000012,10000005,-4.78144494523494e+18,5.66978441689812e+16,2.60421850579115e+18,-505.399129495612,275.266113260358,-5.99296685740108,,,,0,5
30000162,I34-3V8,20000012,10000005,-5.11352083686281e+18,4.94648949086566e+16,2.35240716678043e+18,-540.499578936624,248.64963372524,-5.228443517339,,,,0,2
30000163,I36-7P9,20000012,10000005,-5.14923873922827e+18,-2.76526224585247e+17,3.17110764447634e+18,-544.274964195614,335.186342499333,29.2288450016285,,,,0,3
30000164,IF7-5D9,20000012,10000005,-4.78777890776774e+18,-2.62595803661206e+17,2.62530572671838e+18,-506.068629863596,277.495034271093,27.7563983481259,,,,0,1
