solar_system_id,star_id,radius,age,luminosity,mass,metallicity,temperature,spectral_class
30000086,40000874,176005268.0,12436112384.0,6.61323989608208e+23,3.40079371096196e+29,0.00456842500716448,2459.94848632813,M9
30000087,40000889,511925939.0,12663743488.0,6.82846953075902e+25,1.22900252625883e+30,0.00442574778571725,4667.65380859375,K4
30000088,40000904,129002853.0,11531316224.0,2.10534005164338e+23,2.26093892357772e+29,0.0056470176205039,1935.654296875,M1
30000089,40000908,562001481.0,11693020160.0,5.7392464781131e+25,1.17503214866232e+30,0.00512910634279251,3740.43090820313,M1
30000090,40000920,542567008.0,11668546560.0,1.24050240271768e+26,1.43929343474993e+30,0.00364100793376565,5007.45947265625,K2
30000091,40000943,1095348481.0,12051517440.0,2.13697000319465e+27,4.57129518344169e+30,0.00571257388219237,7659.93310546875,F0
30000092,40000945,460175110.0,12207347712.0,2.00587012753756e+25,9.02514654805382e+29,0.0052861156873405,3183.12866210938,M5
30000093,40000954,519783190.0,12337989632.0,6.56732865944815e+25,1.21678225072699e+30,0.00895834062248468,4012.67846679688,K9
30000094,40000963,469764172.0,11165933568.0,4.23132384016814e+25,1.08497646871827e+30,0.00231738830916584,4385.9697265625,K7
30000095,40000973,621452434.0,11851296768.0,1.13175893863689e+26,1.40473523238616e+30,0.00504861958324909,4792.86376953125,K3
30000096,40000988,1458202399.0,13341851648.0,6.44261951992481e+27,6.71313908441491e+30,0.00788990594446659,8427.162109375,A8
30000097,40001005,768198193.0,11208584192.0,4.15850743931274e+26,2.4717825756209e+30,0.00812369771301746,5766.95947265625,G4
30000098,40001018,821425672.0,13002027008.0,5.80475907511995e+26,2.74887064021249e+30,0.0113870212808251,5694.78466796875,G5
30000099,40001035,602363842.0,13506285568.0,1.48084235647615e+26,1.50568824522608e+30,0.00894267577677965,4535.56640625,K5
30000100,40001051,555324933.0,7461869568.0,8.57120215752403e+25,1.3119604516002e+30,0.00431588152423501,4203.73291015625,K8
30000101,40001053,214507221.0,11906981888.0,3.38077052695539e+24,4.71097877943819e+29,0.00290495762601495,3483.56469726563,M3
30000102,40001055,708365878.0,8539027968.0,2.38897842647021e+26,2.07143485231305e+30,0.0061209318228066,5548.6484375,G7
30000103,40001080,458745845.0,7091982336.0,3.37057754793316e+25,1.02679880259591e+30,0.00731836399063468,3851.94262695313,M0
30000104,40001094,189916561.0,5957064192.0,8.17445053714693e+23,3.68826040371494e+29,0.0121972905471921,2503.32934570313,M9
30000105,40001102,202552897.0,8935880704.0,9.09763225583453e+23,3.82039864032405e+29,0.0119856633245945,2581.52880859375,M8
30000106,40001104,199738390.0,11277096960.0,9.83181555227193e+23,3.9210281143915e+29,0.00769817037507892,2465.49926757813,M9
30000107,40001116,647515538.0,12862826496.0,1.86226983420566e+26,2.03526469848455e+30,0.00366236153058708,5264.52734375,K0
30000108,40001133,1044445329.0,11296620544.0,2.44565073497439e+27,3.94373967485955e+30,0.00270843622274697,7433.0244140625,F2
30000109,40001141,142910565.0,11794658304.0,3.75548039224616e+23,2.77959851223254e+29,0.00807590410113335,2367.35473632813,M0
30000110,40001149,3001508983.0,11038932992.0,4.69948113931502e+29,2.72211650736151e+31,0.0077195493504405,16899.26953125,B7
30000111,40001166,957135185.0,11645812736.0,1.82605780567781e+27,3.66543497754625e+30,0.00717162666842341,7636.546875,F1
30000112,40001170,736377985.0,12871578624.0,3.5873541842142e+26,2.4187343061933e+30,0.00810084119439125,5568.56787109375,G7
30000113,40001175,411003311.0,13453710336.0,1.92887618478551e+25,8.92796326815091e+29,0.00732307601720095,3435.9072265625,M3
30000114,40001177,2453673596.0,13453983744.0,1.81395843571444e+29,2.04511006946691e+31,0.00547762867063284,13422.17578125,B8
30000115,40001200,466254167.0,11734133760.0,3.78062053740701e+25,1.0527509642813e+30,0.00644086766988039,3872.3193359375,M0
30000116,40001219,511819176.0,11269164032.0,3.75248579393009e+25,1.05112261676015e+30,0.00716478656977415,3513.59741210938,M3
30000117,40001224,617281205.0,12025127936.0,1.55840159970035e+26,1.52787762529792e+30,0.00609110295772552,4984.7265625,K2
30000118,40001258,222074090.0,12524186624.0,3.34794829287112e+24,4.68891588323023e+29,0.00689065642654896,3187.50512695313,M5
30000119,40001274,1290022416.0,12438420480.0,3.55053367138634e+27,5.44146517905901e+30,0.00397071149200201,6807.75341796875,F6
30000120,40001302,1244912137.0,11149097984.0,5.68976273664723e+27,6.26001313548442e+30,0.00288402615115047,8532.9462890625,A7
30000121,40001330,303834923.0,11036766208.0,7.21632881168628e+24,6.55512295950045e+29,0.00486205331981182,3145.65966796875,M5
30000122,40001334,128161262.0,12105014272.0,1.92176702579228e+23,2.18767631885714e+29,0.0051194354891777,2173.8642578125,M0
30000123,40001336,530260397.0,11517765632.0,4.16423902716388e+25,1.08007654125565e+30,0.00728976121172309,4103.91796875,K9
30000124,40001344,480978170.0,13322230784.0,5.78932200957559e+25,1.17614028029173e+30,0.00603952445089817,4110.5869140625,K9
30000125,40001346,804178446.0,13354444800.0,3.66922784417607e+26,2.44477502169499e+30,0.00811258237808943,4923.80224609375,K2
30000126,40001365,248251756.0,11885021184.0,6.18421215171439e+24,6.12559350473797e+29,0.000508756027556956,3779.55834960938,M1
30000127,40001371,625186464.0,11994158080.0,1.31975127546531e+26,1.46252551334119e+30,0.00751115148887038,4511.3583984375,K6
30000128,40001390,117419803.0,12851042304.0,2.59766473585226e+23,2.43520652494846e+29,0.00446416391059756,2269.09692382813,M0
30000129,40001393,456683543.0,11300071424.0,2.28664064038587e+25,9.34563051609774e+29,0.00675329007208347,3380.494140625,M3
30000130,40001404,528318162.0,11378491392.0,4.36520385229469e+25,1.09369365501419e+30,0.00652420055121183,3511.97583007813,M3
30000131,40001415,569089160.0,12254155776.0,7.31706797987076e+25,1.25198239270098e+30,0.00888612307608128,4428.2041015625,K6
30000132,40001418,148115381.0,12680737792.0,5.8103896756942e+23,3.24670969283366e+29,0.00705844117328525,2509.23217773438,M9
30000133,40001423,183614295.0,12207130624.0,1.14356518630899e+24,4.13604123824974e+29,0.00625183759257197,2455.88549804688,M9
30000134,40001433,168930280.0,13302389760.0,8.58863398479724e+23,3.73168199684095e+29,0.00271889008581638,2580.59033203125,M8
30000135,40001437,450420916.0,12051486720.0,2.37477042136661e+25,9.43580504856144e+29,0.00615668995305896,3385.22705078125,M3
30000136,40001439,791320566.0,13392764928.0,4.95622397405945e+26,2.64706034785073e+30,0.00624783104285598,6346.32861328125,F9
30000137,40001443,870585312.0,12142014464.0,8.82539681512023e+26,3.04274116414769e+30,0.0047490606084466,6088.64453125,G1
30000138,40001459,325042464.0,11058656256.0,9.59658886879708e+24,7.41992426666859e+29,0.00211255881004035,3331.65625,M4
30000139,40001477,137057086.0,12590708736.0,2.4130735361974e+23,2.37229156966515e+29,0.00529125891625881,1898.49267578125,M2
30000140,40001485,233119755.0,12331483136.0,3.98744099321365e+24,5.05987137087511e+29,0.000639322679489851,3236.41845703125,M4
30000141,40001492,157149919.0,7304610304.0,4.69525661455273e+23,3.02107861128068e+29,0.00423163222149014,2061.91723632813,M1
30000142,40001507,169540112.0,7181168640.0,6.39848881029866e+23,3.37460951107707e+29,0.00442357547581196,2553.10278320313,M9
30000143,40001517,1011281559.0,7048073216.0,2.21876035766029e+27,4.2930560703541e+30,0.0269645601511002,7087.81494140625,F4
30000144,40001524,264349254.0,13666710528.0,6.35037581064435e+24,6.1888788824482e+29,0.00724606076255441,3443.35473632813,M3
30000145,40001531,482516389.0,12748259328.0,3.9732930899081e+25,1.06570127989247e+30,0.00456185359507799,3845.16040039063,M0
30000146,40001537,441945604.0,12875370496.0,3.31697200140787e+25,1.01614869503015e+30,0.00460646953433752,3807.52856445313,M1
30000147,40001553,1116051553.0,11533747200.0,2.18520705835578e+27,4.57400982636963e+30,0.00473592942580581,6431.6474609375,F8
30000148,40001565,547298315.0,12014345216.0,7.69398430633704e+25,1.26889972283135e+30,0.00899683311581612,4757.27490234375,K4
30000149,40001570,1036766585.0,13220488192.0,2.23609188537428e+27,4.71063476448465e+30,0.00765377702191472,8040.11279296875,A9
30000150,40001595,468039594.0,12289314816.0,4.89291862221474e+25,1.12614296184352e+30,0.0108639495447278,4266.8173828125,K7
30000151,40001620,746297706.0,13257470976.0,4.73709510120786e+26,2.6122816676406e+30,0.006622273940593,5908.2724609375,G3
30000152,40001640,154198529.0,11525821440.0,3.50023834293298e+23,2.71105732952154e+29,0.00373341632075608,2059.8134765625,M1
30000153,40001644,188811629.0,13590578176.0,7.01198788651352e+23,3.47038854808263e+29,0.00674686906859279,2093.181640625,M1
30000154,40001653,109753367.0,12629025792.0,1.85264289640764e+23,2.15856897411934e+29,0.00459266407415271,1971.67077636719,M1
30000155,40001660,350984067.0,12400492544.0,1.29532033843879e+25,8.4447850856178e+29,0.00470663141459227,3551.94702148438,M2
30000156,40001677,439853480.0,7742208512.0,3.65722427110615e+25,1.04812478295896e+30,0.00552123133093119,4132.54052734375,K8
30000157,40001690,692826614.0,11250648064.0,2.04289684729405e+26,2.0510278822465e+30,0.0054863803088665,5183.201171875,K0
30000158,40001700,564393299.0,7144654336.0,1.88146514715388e+26,1.61426806883049e+30,0.00413659168407321,5089.8056640625,K1
30000159,40001703,879312768.0,10337979392.0,5.66964626708695e+26,2.65637784137396e+30,0.00808018445968628,5398.283203125,G8
30000160,40001722,504799884.0,8118610944.0,6.77234485074615e+25,1.23201093816094e+30,0.0123933255672455,4707.1865234375,K4
30000161,40001730,340956604.0,10471436288.0,1.30978235520828e+25,8.49852637177149e+29,0.0100148050114512,3428.79858398438,M3
30000162,40001740,567550308.0,7425985536.0,1.13775698970617e+26,1.41355661297616e+30,0.0108306733891368,4617.18408203125,K5
30000163,40001746,496249846.0,13480861696.0,4.24892710686907e+25,1.08405534280159e+30,0.00454246951267123,3977.4755859375,M0
30000164,40001753,698361289.0,13659471872.0,2.39532632004085e+26,1.70862533351432e+30,0.00353304832242429,4713.75537109375,K4
30000165,40001755,505010108.0,11609314304.0,9.33624120748138e+25,1.33564723741536e+30,0.00584203377366066,4473.86572265625,K6
30000166,40001777,168534261.0,11000244224.0,5.20749351415405e+23,3.12540494272557e+29,0.0062013897113502,2445.34838867188,M9
30000167,40001779,168524065.0,13203026944.0,7.73214517227144e+23,3.59446476063218e+29,0.00766446767374873,2584.75366210938,M8
30000168,40001786,234855544.0,13636058112.0,5.45808085906516e+24,5.79468217371055e+29,0.00611986313015223,3715.06372070313,M1
30000169,40001799,862166868.0,13258221568.0,1.17018168031476e+27,3.3141803717314e+30,0.00910595152527094,6581.41162109375,F7
30000170,40001806,479254387.0,12960749568.0,4.0597838776779e+25,1.07157545044998e+30,0.00582647789269686,4113.34130859375,K9
30000171,40001812,491936592.0,13542981632.0,5.62555688854382e+25,1.1670952484251e+30,0.00585439428687096,4278.025390625,K7
30000172,40001821,578958918.0,11198175232.0,6.74735181836929e+25,1.2266994470146e+30,0.00425733625888824,4014.68090820313,K9
30000173,40001823,692576327.0,13517619200.0,2.55163056319829e+26,2.22543764573785e+30,0.00781180616468191,5209.056640625,K0
30000174,40001830,129244023.0,12069807104.0,3.1846231987431e+23,2.62019899839112e+29,0.0082143060863018,2100.93627929688,M1
30000175,40001832,495512551.0,11941805056.0,4.47888790784075e+25,1.10056904282393e+30,0.00437572179362178,4005.2587890625,K9
30000176,40001849,592772541.0,12829944832.0,1.0264411271643e+26,1.36796907812858e+30,0.00550178717821836,4506.3955078125,K6
30000177,40001868,178671572.0,13027055616.0,5.7789250066816e+23,3.23977801441545e+29,0.00519107189029455,2329.03515625,M0
30000178,40001877,574316874.0,13209070592.0,1.80143357905521e+26,1.58573832618195e+30,0.00502770440652966,5641.76318359375,G6
30000179,40001887,1139932841.0,11111614464.0,2.07115320093128e+27,4.46744482875933e+30,0.00776648288592696,6398.60546875,F8
30000180,40001899,925772948.0,11605667840.0,8.29647848738309e+26,2.97699977807705e+30,0.00659605860710144,5963.66552734375,G2
30000181,40001926,1606241123.0,13588089856.0,1.46704151713113e+28,8.85875332278806e+30,0.00829613860696554,9933.1611328125,A3
30000182,40001945,219425845.0,13208480768.0,4.13427044674173e+24,5.13689430157867e+29,0.00341999041847885,3594.5810546875,M2
30000183,40001947,490626755.0,13002208256.0,4.07790964840472e+25,1.07279714554856e+30,0.00551708834245801,4059.40869140625,K9
30000184,40001954,193257049.0,12721813504.0,8.37072173236338e+23,3.69879997012607e+29,0.00740390503779054,2537.90649414063,M9
30000185,40001957,120904202.0,11381294080.0,2.60471827358864e+23,2.43974509692782e+29,0.0068032294511795,2147.55493164063,M1
30000186,40001965,240246879.0,12705680384.0,4.33859926623869e+24,5.24759563888078e+29,0.00516853155568242,2967.81884765625,M6
30000187,40001972,118567394.0,11025464320.0,1.5220707574233e+23,2.01425949903195e+29,0.00677864626049995,2150.27685546875,M1
30000188,40001975,860995835.0,12565184512.0,1.4015234045478e+27,3.45141098168204e+30,0.00503946468234062,6699.7568359375,F6
30000189,40001982,597208398.0,11978619904.0,2.49259618600896e+26,1.72895191001387e+30,0.00683205341920257,5540.48876953125,G7
30000190,40001995,111646000.0,11635751936.0,1.23429119159429e+23,1.86825828337572e+29,0.00769973173737526,1845.18054199219,M2
30000191,40002001,455348642.0,12152876032.0,1.91639419540803e+25,8.91763224144366e+29,0.00390532752498984,3514.74169921875,M3
30000192,40002004,315450364.0,11429929984.0,8.13341330499677e+24,6.90294300706178e+29,0.00868217088282108,3075.8369140625,M5
30000193,40002008,676931367.0,11078769664.0,2.55430368088201e+26,2.17121188256194e+30,0.00925623718649149,5082.19970703125,K1
30000194,40002018,512605450.0,13530644480.0,3.38325322812341e+25,1.02093226338264e+30,0.00608589593321085,3741.58447265625,M1
30000195,40002023,715718989.0,13185316864.0,2.24527792120113e+26,2.14479050654281e+30,0.00618760380893946,4917.0146484375,K2
30000196,40002050,272077773.0,12863439872.0,6.8786553968095e+24,6.41114971690663e+29,0.0050320727750659,3321.1953125,M4
30000197,40002063,319941632.0,11579387904.0,1.09555443638062e+25,7.85647342476053e+29,0.00701589416712523,3737.97973632813,M1
30000198,40002069,484919222.0,11865701376.0,2.55648653022512e+25,9.62149000982515e+29,0.00473854457959533,3732.90625,M1
30000199,40002071,542280347.0,13391898624.0,7.0157865322869e+25,1.23707497730358e+30,0.00487292371690273,4455.2568359375,K6
30000200,40002087,256162544.0,11074616320.0,4.72004305780749e+24,5.45012509249423e+29,0.00297388667240739,3346.5546875,M4
30000201,40002099,808995214.0,11220493312.0,4.05819515184455e+26,2.45626404822169e+30,0.00299409194849432,5281.47509765625,K0
30000202,40002117,178053564.0,11462455296.0,7.00977860068032e+23,3.47434551340595e+29,0.00546387536451221,2204.79418945313,M0
30000203,40002121,146803138.0,11026859008.0,4.93393370386049e+23,3.06569364086424e+29,0.00612451368942857,2455.99291992188,M9
30000204,40002125,820005810.0,13394291712.0,6.53718299028289e+26,2.84716295843917e+30,0.00691427895799279,5551.34375,G7
30000205,40002158,469478689.0,11395494912.0,3.33448695432155e+25,1.01883991502034e+30,0.008011594414711,4103.30810546875,K9
30000206,40002176,1015997536.0,11937404928.0,1.33107130443358e+27,3.38308219212597e+30,0.00799271464347839,6140.10400390625,G0
30000207,40002215,429344523.0,12193127424.0,1.94229134882881e+25,8.94902804497906e+29,0.00833545904606581,3383.52954101563,M3
30000208,40002221,262027674.0,11184514048.0,5.47807482379806e+24,5.81420897022255e+29,0.00174371129833162,3248.51953125,M4
30000209,40002225,636194376.0,11611872256.0,1.37245113297344e+26,1.47816735117401e+30,0.000262468354776502,4513.1943359375,K6
30000210,40002229,330870247.0,10990799872.0,9.10140158857866e+24,7.25136373963972e+29,0.00576051417738199,3292.70458984375,M4
30000211,40002234,567081546.0,11947331584.0,7.76988297365972e+25,1.27225524755941e+30,0.00687976134940982,4428.9384765625,K6
30000212,40002239,527474745.0,12637587456.0,4.13899511906761e+25,1.07731822588247e+30,0.00897590350359678,3787.87451171875,M1
30000213,40002261,876125649.0,12567116800.0,6.00180461277115e+26,2.76108169768496e+30,0.00657911039888859,6005.40185546875,G2
30000214,40002265,236259878.0,13561046016.0,5.23775237138803e+24,5.69207497256007e+29,0.00312388245947659,3172.10913085938,M5
30000215,40002272,106607479.0,12539836416.0,9.9847460862584e+22,1.73105918105425e+29,0.00534425349906087,1769.80102539063,M2
30000216,40002276,551796883.0,11767571456.0,6.8364237668036e+25,1.23030967730129e+30,0.00491254543885589,3869.31982421875,M0
30000217,40002284,969819994.0,13159650304.0,1.10762021187156e+27,3.2634369193789e+30,0.00731711974367499,5815.64404296875,G4
30000218,40002297,617351186.0,11042916352.0,1.09206634154372e+26,1.39261590216025e+30,0.00855507235974073,4400.75146484375,K6
30000219,40002311,528078355.0,11009399808.0,4.1254529030745e+25,1.07792314213946e+30,0.00509778177365661,3518.70068359375,M3
30000220,40002315,485468031.0,13115315200.0,5.95011397663128e+25,1.18484054162617e+30,0.00691334111616015,4079.34985351563,K9
30000221,40002319,561801781.0,12787530752.0,7.2478562572748e+25,1.24830718265149e+30,0.009209293872118,3933.13598632813,M0
