"EG5-J69":[30000092,"M5",3183,460175,0.404,201.6,38.81,"S"],
"ITV-JK9":[30000093,"K9",4013,519783,2.199,1097.3,13.83,"S"],
"IDT-MM8":[30000094,"K7",4386,469764,0.753,376.0,37.13,"S"],
"I97-K29":[30000095,"K3",4793,621452,0.946,472.0,45.17,"M"],
"UMQ-039":[30000096,"A8",8427,1458202,10.373,5176.2,33.37,"S"],
"OVN-VV8":[30000097,"G4",5767,768198,34.838,17384.0,2.64,"S"],
"O02-QL8":[30000098,"G5",5695,821426,6.022,3004.9,15.89,"S"],
"ITR-6M8":[30000099,"K5",4536,602364,5.134,2561.8,8.81,"S"],
"I6F-R29":[30000100,"K8",4204,555325,0.279,139.4,70.53,"M"],
"E47-6M8":[30000101,"M3",3484,214507,0.150,74.6,45.25,"M"],
"OBK-5M8":[30000102,"G7",5549,708366,8.901,4441.6,8.71,"S"],
"IPG-549":[30000103,"M0",3852,458746,26.547,13247.0,0.93,"S"],
"E4K-569":[30000104,"M9",2503,189917,0.237,118.1,16.75,"S"],
"EPK-459":[30000105,"M8",2582,202553,0.024,12.0,79.07,"M"],
"E1F-419":[30000106,"M9",2465,199738,11.520,5748.5,0.37,"S"],
"ONK-DR8":[30000107,"K0",5265,647516,2.005,1000.7,29.53,"S"],
"U2N-NJ8":[30000108,"F2",7433,1044445,6.525,3255.9,29.23,"S"],
"EN6-QQ8":[30000109,"M0",2367,142911,2.410,1202.8,1.08,"S"],
"UQC-BQ8":[30000110,"B7",16899,3001509,58.776,29329.3,42.87,"M"],
"U0G-G39":[30000111,"F1",7637,957135,0.241,120.1,94.08,"C"],
"OLM-9N8":[30000112,"G7",5569,736378,8.689,4335.6,9.41,"S"],
"ER7-1M8":[30000113,"M3",3436,411003,0.076,38.0,82.47,"D"],
"U21-J88":[30000114,"B8",13422,2453674,60.007,29943.4,25.05,"S"],
"ITL-H67":[30000115,"M0",3872,466254,8.729,4356.0,2.92,"S"],
"EJJ-7F7":[30000116,"M3",3514,511819,1.026,511.9,22.62,"S"],
"I8D-6Q7":[30000117,"K2",4985,617281,2.615,1305.0,20.31,"S"],
"EG0-2F7":[30000118,"M5",3188,222074,25.393,12671.0,0.29,"S"],
"U89-7P7":[30000119,"F6",6808,1290022,29.647,14793.9,7.71,"S"],
"U48-F87":[30000120,"A7",8533,1244912,3.886,1939.4,58.01,"M"],
"EM2-6P7":[30000121,"M5",3146,303835,0.228,113.8,40.11,"M"],
"AK7-FJ8":[30000122,"M0",2174,128161,9.706,4843.1,0.20,"S"],
"I1C-DJ7":[30000123,"K9",4104,530260,1.428,712.4,22.10,"S"],
"IGB-S78":[30000124,"K9",4111,480978,0.800,399.4,33.15,"S"],
"INC-3S7":[30000125,"K2",4924,804178,4.473,2232.2,16.29,"S"],
"I18-FH7":[30000126,"M1",3780,248252,0.346,172.6,30.13,"S"],
"I0F-1Q7":[30000127,"K6",4511,625186,11.004,5490.9,4.29,"S"],
"E9F-117":[30000128,"M0",2269,117420,0.214,107.0,8.84,"S"],
"EBG-QN7":[30000129,"M3",3380,456684,16.408,8187.6,1.20,"S"],
"E66-098":[30000130,"M3",3512,528318,14.162,7067.0,1.78,"S"],
"I3K-L27":[30000131,"K6",4428,569089,0.834,416.3,41.59,"M"],
"EN8-4R7":[30000132,"M9",2509,148115,19.955,9957.4,0.15,"S"],
"EDM-BN7":[30000133,"M9",2456,183614,1.715,855.7,2.20,"S"],
"EDD-TR7":[30000134,"M8",2581,168930,16.970,8468.0,0.22,"S"],
"ELD-FV7":[30000135,"M3",3385,450421,0.278,138.8,52.81,"M"],
"O6T-898":[30000136,"F9",6346,791321,0.666,332.4,76.43,"M"],
"OMQ-J58":[30000137,"G1",6089,870585,3.247,1620.3,32.86,"S"],
"EQF-MQ7":[30000138,"M4",3332,325042,22.507,11230.8,0.56,"S"],
"AD0-K98":[30000139,"M2",1898,137057,1.657,827.0,1.03,"S"],
"ET7-FQ7":[30000140,"M4",3236,233120,1.925,960.6,4.18,"S"],
"ABV-G58":[30000141,"M1",2062,157150,4.365,2178.2,0.53,"S"],
"EHK-KH7":[30000142,"M9",2553,169540,46.918,23412.0,0.08,"S"],
"U76-418":[30000143,"F4",7088,1011282,16.727,8347.0,10.80,"S"],
"E3V-V28":[30000144,"M3",3443,264349,0.288,143.8,32.85,"S"],
"IKQ-N48":[30000145,"M0",3845,482516,1.111,554.1,22.63,"S"],
"I1V-328":[30000146,"M1",3808,441946,6.457,3221.9,3.59,"S"],
"O2P-HQ7":[30000147,"F8",6432,1116052,36.528,18227.7,4.78,"S"],
"I16-JT7":[30000148,"K4",4757,547298,0.155,77.3,85.22,"D"],
"UFK-948":[30000149,"A9",8040,1036767,18.050,9007.0,12.71,"S"],
"IFC-C28":[30000150,"K7",4267,468040,3.376,1684.8,8.87,"S"],
"OLN-4V7":[30000151,"G3",5908,746298,25.046,12497.8,3.69,"S"],
"AS0-0N9":[30000152,"M1",2060,154199,0.124,61.9,17.76,"S"],
"A7Q-DG9":[30000153,"M1",2093,188812,3.070,1532.1,0.97,"S"],
"ADS-JQ9":[30000154,"M1",1972,109753,6.528,3257.7,0.21,"S"],
"EJK-8C9":[30000155,"M2",3552,350984,1.575,786.1,9.79,"S"],
"I6N-089":[30000156,"K8",4133,439853,11.768,5872.4,2.25,"S"],
"O42-TK9":[30000157,"K0",5183,692827,1.280,638.7,44.01,"M"],
"OLS-J89":[30000158,"K1",5090,564393,2.659,1327.0,18.64,"S"],
"O5G-TF9":[30000159,"G8",5398,879313,22.188,11071.8,4.37,"S"],
"ITF-6M9":[30000160,"K4",4707,504800,12.865,6419.6,3.03,"S"],
"E3M-PC9":[30000161,"M3",3429,340957,15.063,7516.5,0.94,"S"],
"I34-3V8":[30000162,"K5",4617,567550,17.654,8809.5,2.47,"S"],
"I36-7P9":[30000163,"M0",3977,496250,3.895,1943.5,7.36,"S"],
"IF7-5D9":[30000164,"K4",4714,698361,0.258,128.7,81.87,"D"],
"I64-L89":[30000165,"K6",4474,505010,6.098,3043.1,5.86,"S"],
"EMK-4D9":[30000166,"M9",2445,168534,0.074,37.0,39.43,"S"],
"E3F-R99":[30000167,"M8",2585,168524,0.309,154.0,11.85,"S"],
"ERT-L59":[30000168,"M1",3715,234856,2.424,1209.7,4.22,"S"],
"UQ4-9R9":[30000169,"F7",6581,862167,4.282,2136.6,28.75,"S"],
"I4N-479":[30000170,"K9",4113,479254,9.579,4780.1,3.04,"S"],
"ITS-2C6":[30000171,"K7",4278,491937,7.543,3763.8,4.26,"S"],
"IH0-Q76":[30000172,"K9",4015,578959,0.080,40.1,90.03,"C"],
"O24-166":[30000173,"K0",5209,692576,3.508,1750.5,18.87,"S"],
"A32-0K6":[30000174,"M1",2101,129244,0.061,30.5,28.65,"S"],
"I1M-HV6":[30000175,"K9",4005,495513,6.057,3022.5,4.79,"S"],
"I6H-TS6":[30000176,"K6",4506,592773,25.092,12521.1,1.76,"S"],
"E69-JT5":[30000177,"M0",2329,178672,0.114,56.7,27.46,"S"],
"OGJ-0H6":[30000178,"G6",5642,574317,1.323,660.3,40.32,"M"],
"OKJ-086":[30000179,"F8",6399,1139933,10.954,5465.8,15.89,"S"],
"O79-M47":[30000180,"G2",5964,925773,25.709,12828.7,4.75,"S"],
"UHH-917":[30000181,"A3",9933,1606241,15.895,7931.4,32.53,"S"],
"E5V-RJ6":[30000182,"M2",3595,219426,0.041,20.3,81.40,"D"],
"I84-J86":[30000183,"K9",4059,490627,3.255,1624.1,8.96,"S"],
"E06-FM6":[30000184,"M9",2538,193257,0.521,260.2,8.10,"S"],
"AFP-C27":[30000185,"M1",2148,120904,1.181,589.6,1.53,"S"],
"EVM-T17":[30000186,"M6",2968,240247,17.007,8486.4,0.42,"S"],
"AVQ-9F6":[30000187,"M1",2150,118567,0.058,28.8,28.49,"S"],
"U7V-MK6":[30000188,"F6",6700,860996,2.683,1339.0,42.74,"M"],
"OVC-QMF":[30000189,"G7",5540,597208,10.846,5412.4,5.81,"S"],
"ACJ-JTC":[30000190,"M2",1845,111646,4.503,2246.8,0.28,"S"],
"EVG-RMB":[30000191,"M3",3515,455349,0.390,194.7,44.59,"M"],
"EHG-Q7F":[30000192,"M5",3076,315450,10.346,5162.8,1.03,"S"],
"OC8-TTC":[30000193,"K1",5082,676931,1.043,520.6,48.48,"M"],
"EJV-61G":[30000194,"M1",3742,512605,3.304,1648.6,8.13,"S"],
"IV7-0V9":[30000195,"K2",4917,715719,7.759,3871.9,8.26,"S"],
"ENR-PQ9":[30000196,"M4",3321,272078,6.373,3180.4,1.59,"S"],
"ERL-LM8":[30000197,"M1",3738,319942,1.085,541.2,13.73,"S"],
"EDM-979":[30000198,"M1",3733,484919,0.374,186.6,51.53,"M"],
"IPD-T27":[30000199,"K6",4455,542280,7.091,3538.4,5.46,"S"],
"EF8-CH9":[30000200,"M4",3347,256163,6.331,3159.1,1.51,"S"],
"OB3-3PB":[30000201,"K0",5281,808995,23.088,11520.7,3.66,"S"],
"EL1-6BB":[30000202,"M0",2205,178054,0.546,272.3,5.54,"S"],
"EQD-0R9":[30000203,"M9",2456,146803,5.033,2511.4,0.57,"S"],
"O42-F7B":[30000204,"G7",5551,820006,5.851,2919.7,15.64,"S"],
"I0D-53B":[30000205,"K9",4103,469479,1.880,938.3,14.79,"S"],
"OHN-CC9":[30000206,"G0",6140,1015998,29.464,14702.4,4.88,"S"],
"EDJ-B69":[30000207,"M3",3384,429345,0.452,225.8,36.03,"S"],
"EBR-28B":[30000208,"M4",3249,262028,0.249,124.0,33.92,"S"],
"IFM-SR9":[30000209,"K6",4513,636194,5.778,2883.4,8.31,"S"],
"EV1-3B8":[30000210,"M4",3293,330870,9.232,4606.7,1.38,"S"],
"I19-VR8":[30000211,"K6",4429,567082,0.520,259.6,56.22,"M"],
"IFN-858":[30000212,"M1",3788,527475,2.977,1485.6,9.52,"S"],
"OTL-GN8":[30000213,"G2",6005,876126,3.358,1675.5,31.54,"S"],
"E9G-L18":[30000214,"M5",3172,236260,20.644,10301.2,0.38,"S"],
"A1R-VQ9":[30000215,"M2",1770,106607,0.039,19.4,26.96,"S"],
"IST-QS8":[30000216,"M0",3869,551797,15.204,7586.9,2.06,"S"],
"O0C-H29":[30000217,"G4",5816,969820,2.028,1011.9,48.59,"M"],
"IFD-K58":[30000218,"K6",4401,617351,2.546,1270.3,17.09,"S"],
"EP2-FM8":[30000219,"M3",3519,528078,0.259,129.5,62.80,"M"],
"IV3-CS8":[30000220,"K9",4079,485468,1.261,629.4,22.21,"S"],
"IDJ-V88":[30000221,"M0",3933,561802,2.220,1107.7,14.55,"S"],
"A8B-958":[30000222,"M2",1813,90590,17.006,8485.9,0.06,"S"],
"ER0-D39":[30000223,"M0",2280,178380,4.938,2463.9,0.65,"S"],
"ILM-FD8":[30000224,"K2",4947,776377,2.292,1143.7,29.13,"S"],
"ETJ-LJ7":[30000225,"M3",3392,478902,18.341,9151.9,1.15,"S"],
"AJ9-LS7":[30000226,"M1",2072,134424,0.020,10.0,62.65,"M"],
"E1V-V98":[30000227,"M9",2558,223805,24.724,12337.4,0.21,"S"],
"IJV-KS8":[30000228,"K6",4392,509238,16.556,8261.3,2.12,"S"],
"E1G-QG8":[30000229,"M6",2937,257891,15.641,7805.1,0.49,"S"],
"UB7-BS7":[30000230,"A4",9471,1705373,13.371,6672.0,37.20,"S"],
"U62-BP8":[30000231,"F1",7546,1025592,11.350,5663.6,17.70,"S"],
"ED3-089":[30000232,"M0",2241,186011,0.110,55.0,27.85,"S"],
"I9H-ND8":[30000233,"K4",4764,653816,2.869,1431.8,18.51,"S"],
"O83-869":[30000234,"F8",6453,836198,3.722,1857.1,30.52,"S"],
"O9D-BG7":[30000235,"K1",5130,602371,4.923,2456.8,11.26,"S"],
"A59-6H9":[30000236,"M2",1817,102647,41.954,20935.0,0.03,"S"],
"EVQ-MS8":[30000237,"M0",2242,153115,3.340,1666.5,0.78,"S"],
"OF8-D18":[30000238,"G0",6115,871845,4.320,2155.7,25.89,"S"],
"EMH-CG9":[30000239,"M9",2458,144504,3.495,1744.2,0.81,"S"],
"EJ1-CQ8":[30000240,"M0",2208,176737,4.685,2338.1,0.64,"S"],
"OLR-TP9":[30000241,"G6",5592,541789,3.571,1781.7,15.61,"S"],
"A1F-HT9":[30000242,"M1",1994,106340,1.236,616.9,1.10,"S"],
"EKC-9RB":[30000243,"M9",2553,149671,0.798,398.4,3.92,"S"],
"ENT-GN9":[30000244,"M8",2645,188856,5.662,2825.3,0.78,"S"],
"E72-98B":[30000245,"M1",3743,499504,2.847,1420.5,9.14,"S"],
"O96-BFB":[30000246,"G8",5425,754367,2.355,1175.3,31.53,"S"],
"I24-B4B":[30000247,"K3",4882,512099,10.879,5428.5,3.88,"S"],
"A2V-FFB":[30000248,"M2",1916,94528,5.478,2733.5,0.20,"S"],
"E42-9HB":[30000249,"M0",2355,148164,0.532,265.7,5.06,"S"],
"E5F-LSB":[30000250,"M4",3334,359455,17.567,8766.0,0.82,"S"],
"E58-VTB":[30000251,"M3",3426,322379,4.615,2302.9,2.86,"S"],
"I2P-T6B":[30000252,"K7",4335,571842,4.895,2442.8,8.04,"S"],
"I8S-MHC":[30000253,"M0",3992,518245,0.190,94.6,75.49,"M"],
"IGT-G7B":[30000254,"M0",3850,461195,0.440,219.4,46.13,"M"],
"IDL-K7C":[30000255,"K5",4634,607382,43.703,21808.0,1.09,"S"],
"IND-HMB":[30000256,"M0",3957,549812,17.666,8815.1,1.83,"S"],
"OTR-DCC":[30000257,"K1",5149,716361,0.214,107.0,86.96,"D"],
"I3N-RQ9":[30000258,"K8",4161,519630,8.897,4439.4,3.69,"S"],
"IS9-SQ9":[30000259,"K2",4918,674840,1.817,906.7,30.42,"S"],
"I0G-FKB":[30000260,"M0",3984,561409,15.583,7776.0,2.15,"S"],
"UH1-R58":[30000261,"F4",7129,983212,6.548,3267.4,25.67,"S"],
"UT6-669":[30000262,"A8",8259,983598,19.700,9830.5,11.46,"S"],
"IFV-FD9":[30000263,"M0",3937,538859,0.512,255.4,48.54,"M"],
"U94-3D8":[30000264,"F4",7033,965949,11.508,5742.7,14.53,"S"],
"OG2-0J5":[30000265,"G3",5894,656496,11.447,5712.2,6.85,"S"],
"ER9-085":[30000266,"M2",3575,243209,15.737,7852.5,0.64,"S"],
"O6M-0R5":[30000267,"G4",5786,819797,3.989,1990.6,23.90,"S"],
"IL9-4G5":[30000268,"K5",4558,500816,4.282,2136.6,8.50,"S"],
"EPH-F66":[30000269,"M0",2255,166327,0.046,23.2,49.16,"M"],
"E66-285":[30000270,"M4",3213,216565,0.181,90.4,35.72,"S"],
"IQ0-G26":[30000271,"M1",3812,498822,1.271,634.0,20.46,"S"],
"I4J-5P5":[30000272,"M0",3950,554629,6.536,3261.3,4.98,"S"],
"IH3-QP4":[30000273,"M0",3872,433692,1.483,740.2,15.41,"S"],
"AFT-235":[30000274,"M1",2048,109400,6.113,3050.4,0.24,"S"],
"A3G-NG5":[30000275,"M1",2018,130334,0.047,23.6,33.94,"S"],
"IQ8-P45":[30000276,"K8",4257,551308,4.607,2298.9,7.93,"S"],
"O9V-J45":[30000277,"K1",5057,529533,13.711,6841.8,3.40,"S"],
"OB6-9V5":[30000278,"G5",5704,657958,1.403,700.0,44.21,"M"],
"OQ5-Q35":[30000279,"K1",5079,676897,19.548,9754.6,3.25,"S"],
"OL6-5F5":[30000280,"G3",5876,730055,29.421,14680.9,3.03,"S"],
"EBC-K05":[30000281,"M0",2219,110943,5.875,2931.5,0.29,"S"],
"IGV-RQ5":[30000282,"K7",4313,546507,10.802,5390.4,3.43,"S"],
"IDK-Q06":[30000283,"K3",4821,756634,14.673,7321.7,4.54,"S"],
"O77-D35":[30000284,"G1",6078,625708,11.904,5940.2,6.54,"S"],
"O9M-0J5":[30000285,"G5",5665,633681,9.517,4749.1,7.37,"S"],
"O06-KC6":[30000286,"G8",5412,590468,2.648,1321.1,21.71,"S"],
"EV4-7J6":[30000287,"M0",2284,155859,1.781,888.8,1.53,"S"],
"E9V-026":[30000288,"M2",3603,344385,23.449,11701.2,0.66,"S"],
"ET0-TM6":[30000289,"M0",2365,163900,4.500,2245.5,0.68,"S"],
"IB0-CS5":[30000290,"K8",4151,559733,13.350,6661.8,2.68,"S"],
"OLN-5D6":[30000291,"K1",5102,737096,15.205,7587.1,4.67,"S"],
"OFQ-2J6":[30000292,"G5",5679,666310,2.640,1317.5,26.78,"S"],
"I73-B56":[30000293,"K2",5026,602708,10.040,5010.0,5.38,"S"],
"OJV-7F6":[30000294,"F8",6425,949968,8.965,4473.8,15.64,"S"],
"A35-VK6":[30000295,"M1",2100,156353,2.374,1184.6,1.00,"S"],
"E46-PR5":[30000296,"M0",2316,177742,1.617,806.7,2.03,"S"],
"E67-M86":[30000297,"M0",2253,169868,13.772,6872.1,0.22,"S"],
"UBB-QP5":[30000298,"A9",7889,1134757,3.211,1602.2,56.33,"M"],
"UM4-HP6":[30000299,"A6",9006,1449858,12.355,6165.2,31.49,"S"],
"A8S-3D6":[30000300,"M2",1908,140932,4.801,2395.7,0.37,"S"],
"E5N-TG6":[30000301,"M2",3663,279770,10.343,5161.4,1.20,"S"],
"UGF-1G6":[30000302,"F6",6687,1011274,3.829,1910.5,37.88,"S"],
"OL1-SC6":[30000303,"G9",5370,748145,1.758,877.5,39.02,"S"],
"I1J-516":[30000304,"K4",4744,586339,10.503,5241.1,4.52,"S"],
"EQ3-9C6":[30000305,"M2",3581,302113,0.282,140.6,40.10,"M"],
"OT7-G86":[30000306,"G2",5994,738856,27.808,13876.2,3.36,"S"],
"E16-P36":[30000307,"M1",3745,253971,0.335,167.2,31.29,"S"],
"IBP-0D6":[30000308,"K2",4965,745062,8.069,4026.5,8.48,"S"],
"IBD-FN8":[30000309,"K9",4042,476481,39.306,19613.6,0.72,"S"],
"I3S-3V6":[30000310,"K8",4213,479698,0.667,332.8,39.49,"S"],
"ETQ-H59":[30000311,"M2",3588,202598,0.271,135.4,27.77,"S"],
"I5N-S18":[30000312,"K9",4123,556041,28.834,14388.4,1.22,"S"],
"AJP-P69":[30000313,"M1",2122,136110,8.856,4419.2,0.23,"S"],
"E85-697":[30000314,"M0",2337,130098,5.162,2576.0,0.44,"S"],
"A61-NN7":[30000315,"M0",2188,125373,1.202,599.6,1.62,"S"],
"I08-NN8":[30000316,"K9",4123,460976,5.808,2898.1,4.80,"S"],
"OF2-GV7":[30000317,"K2",5035,619944,27.029,13487.6,2.08,"S"],
"O3G-2F9":[30000318,"F8",6466,994208,9.270,4625.8,16.15,"S"],
"EFQ-138":[30000319,"M5",3157,284806,1.386,691.6,7.09,"S"],
"I1B-6F7":[30000320,"M0",3966,456096,19.356,9658.7,1.33,"S"],
"EHB-K27":[30000321,"M0",2393,202327,0.045,22.5,60.52,"M"],
"OS3-HR8":[30000322,"K0",5284,741410,2.017,1006.5,33.96,"S"],
"IL3-JR7":[30000323,"K4",4725,552724,18.649,9306.0,2.35,"S"],
"IJQ-LC5":[30000324,"K7",4305,495067,13.046,6509.7,2.51,"S"],
"E9H-V35":[30000325,"M0",2231,169946,0.128,64.1,21.80,"S"],
"I89-125":[30000326,"K9",4076,447908,22.398,11176.4,1.18,"S"],
"IJS-H15":[30000327,"K2",5014,576007,8.789,4385.7,5.79,"S"],
"ETL-5Q4":[30000328,"M2",3549,539495,6.066,3026.9,4.33,"S"],
"A2F-GC5":[30000329,"M1",1963,100756,19.764,9862.3,0.06,"S"],
"EMQ-L45":[30000330,"M2",3653,317908,1.121,559.3,12.71,"S"],
"U20-JR4":[30000331,"B9",11762,1928807,12.275,6125.3,55.80,"M"],
"EQD-QJ5":[30000332,"M2",3664,417048,3.466,1729.5,5.83,"S"],
"IVM-HK4":[30000333,"K7",4340,529312,6.670,3328.2,5.40,"S"],
"U7N-Q15":[30000334,"F5",6925,813947,3.819,1905.7,32.11,"S"],
"U3H-VK5":[30000335,"A8",8141,1072829,11.941,5958.6,20.05,"S"],
"UPP-DP4":[30000336,"F1",7555,885476,14.784,7377.1,11.55,"S"],
"I0J-2Q4":[30000337,"K3",4847,519625,13.188,6580.6,3.22,"S"],
"UP8-2R4":[30000338,"A6",8904,1528344,29.495,14718.0,14.80,"S"],
"IDQ-V95":[30000339,"K9",4000,487908,7.419,3701.8,3.83,"S"],
"IQ3-TF5":[30000340,"K7",4341,603433,31.529,15732.7,1.34,"S"],
"UKC-NM5":[30000341,"B3",26747,2709776,50.662,25280.2,66.99,"M"],
